Date,M3,M3 (Excluding Merger),1.1 Currency with the Public,1.2 Demand Deposits with Banks,1.3 Time Deposits with Banks,1.3 Time Deposits with Banks (Excluding Merger),1.4 ‘Other’ Deposits with Reserve Bank,2.1 Net Bank Credit to Government,2.1 Net Bank Credit to Government (Excluding Merger),2.1.1 Reserve Bank,2.1.2 Other Banks,2.1.2 Other Banks (Excluding Merger),2.2 Bank Credit to Commercial Sector,2.2 Bank Credit to Commercial Sector (Excluding Merger),2.2.1 Reserve Bank,2.2.2 Other Banks,2.2.2 Other Banks (Excluding Merger),2.3 Net Foreign Exchange Assets of Banking Sector,2.4 Government's Currency Liabilities to the Public,2.5 Banking Sectors Net Non-Monetary Liabilities,2.5 Banking Sectors Net Non-Monetary Liabilities (Excluding Merger),2.5.1 Net Non-Monetary Liabilities of RBI,
24-Apr-09,"49,01,715",,"6,87,127","5,58,926","36,45,981",,"9,680","13,38,673",,"51,150","12,87,523",,"29,81,615",,"13,036","29,68,579",,"13,33,278","10,121","7,61,972",,"3,78,075",
10-Apr-09,"48,81,088",,"6,81,585","5,66,115","36,23,006",,"10,383","12,94,350",,"-8,967","13,03,317",,"30,09,059",,"13,370","29,95,689",,"13,32,019","10,054","7,64,394",,"3,71,544",
31-Mar-09,"47,94,775",,"6,65,450","5,88,688","35,35,105",,"5,533","12,77,333",,"61,580","12,15,753",,"30,14,893",,"13,820","30,01,073",,"13,52,176","10,054","8,59,681",,"3,87,958",
27-Mar-09,"47,83,952",,"6,66,867","5,79,644","35,32,466",,"4,974","12,49,472",,"32,845","12,16,627",,"30,10,817",,"11,134","29,99,683",,"13,43,776","10,054","8,30,168",,"3,90,218",
13-Mar-09,"46,73,523",,"6,69,480","5,30,010","34,67,355",,"6,678","12,25,645",,"-3,278","12,28,924",,"29,24,373",,"8,103","29,16,270",,"13,22,700","9,984","8,09,180",,"3,88,637",
27-Feb-09,"46,64,570",,"6,50,021","5,30,275","34,78,338",,"5,936","11,96,837",,"-39,791","12,36,627",,"29,00,960",,"6,841","28,94,120",,"13,03,144","9,984","7,46,356",,"3,56,885",
13-Feb-09,"46,13,782",,"6,52,522","5,01,060","34,53,324",,"6,875","11,88,524",,"-29,814","12,18,338",,"28,81,778",,"5,749","28,76,029",,"12,55,422","9,917","7,21,859",,"3,10,798",
30-Jan-09,"45,74,779",,"6,33,730","5,15,444","34,19,058",,"6,547","11,71,170",,"-46,952","12,18,122",,"28,65,468",,"4,399","28,61,069",,"12,57,312","9,917","7,29,087",,"3,13,767",
16-Jan-09,"45,30,142",,"6,37,951","4,99,869","33,87,124",,"5,198","11,57,402",,"-28,137","11,85,538",,"28,63,472",,"3,001","28,60,471",,"12,68,182","9,841","7,68,755",,"3,25,566",
02-Jan-09,"45,14,527",,"6,22,360","5,12,788","33,73,747",,"5,632","11,40,945",,"-56,450","11,97,395",,"28,80,380",,"2,401","28,77,980",,"12,85,900","9,841","8,02,540",,"3,41,710",
19-Dec-08,"44,43,993",,"6,26,550","4,89,661","33,15,318",,"12,463","10,96,631",,"-31,632","11,28,263",,"28,63,554",,"1,381","28,62,173",,"12,36,791","9,841","7,62,824",,"2,98,839",
05-Dec-08,"44,33,075",,"6,23,054","4,91,235","33,14,016",,"4,770","11,03,156",,"-43,873","11,47,029",,"28,60,175",,"1,381","28,58,794",,"12,36,410","9,787","7,76,453",,"3,19,309",
21-Nov-08,"43,88,840",,"6,18,987","4,94,335","32,70,610",,"4,908","10,49,336",,"-61,506","11,10,842",,"28,47,811",,"1,514","28,46,296",,"12,45,689","9,787","7,63,784",,"3,24,900",
07-Nov-08,"43,92,909",,"6,22,021","5,05,592","32,58,817",,"6,480","10,43,066",,"-71,456","11,14,522",,"28,52,775",,"1,926","28,50,849",,"12,18,431","9,731","7,31,093",,"2,89,046",
24-Oct-08,"43,57,937",,"6,10,860","5,16,301","32,25,770",,"5,006","9,90,764",,"-1,08,911","10,99,674",,"28,35,868",,"1,381","28,34,488",,"13,04,770","9,731","7,83,196",,"3,33,145",
10-Oct-08,"43,28,324",,"6,03,571","5,35,567","31,84,337",,"4,848","9,90,701",,"-31,276","10,21,977",,"28,31,504",,"1,852","28,29,653",,"13,50,018","9,655","8,53,554",,"3,44,647",
26-Sep-08,"42,83,514",,"5,86,146","5,51,818","31,40,123",,"5,428","9,67,296",,"-61,862","10,29,158",,"27,72,938",,"1,867","27,71,071",,"13,69,258","9,655","8,35,633",,"3,49,267",
12-Sep-08,"42,39,129",,"5,93,581","5,18,774","31,21,852",,"4,923","9,70,501",,"-71,788","10,42,288",,"27,06,605",,"1,463","27,05,142",,"13,42,909","9,624","7,90,510",,"3,04,566",
29-Aug-08,"42,26,171",,"5,86,708","5,21,515","31,12,732",,"5,216","9,70,925",,"-89,230","10,60,155",,"26,75,483",,"1,381","26,74,102",,"13,12,871","9,624","7,42,733",,"2,67,389",
15-Aug-08,"41,83,142",,"5,97,560","4,96,538","30,84,109",,"4,935","9,67,272",,"-74,109","10,41,381",,"26,53,751",,"1,590","26,52,161",,"12,87,814","9,513","7,35,207",,"2,47,657",
01-Aug-08,"41,87,581",,"5,91,469","5,13,389","30,77,672",,"5,051","9,70,764",,"-76,573","10,47,337",,"26,39,995",,"1,381","26,38,615",,"13,14,098","9,513","7,46,790",,"2,85,934",
18-Jul-08,"41,48,987",,"6,02,885","4,98,357","30,42,676",,"5,069","9,67,583",,"-59,096","10,26,679",,"26,23,106",,"1,438","26,21,669",,"13,33,603","9,513","7,84,818",,"3,15,719",
04-Jul-08,"41,56,137",,"6,01,291","5,24,143","30,25,624",,"5,079","9,50,386",,"-1,09,022","10,59,409",,"26,20,625",,"1,381","26,19,245",,"13,51,969","9,449","7,76,292",,"3,16,837",
20-Jun-08,"41,07,133",,"6,04,182","4,99,047","29,98,992",,"4,912","9,35,642",,"-1,13,222","10,48,864",,"26,09,800",,"1,408","26,08,393",,"13,61,986","9,449","8,09,744",,"3,07,619",
06-Jun-08,"41,14,979",,"6,04,605","5,06,988","29,98,343",,"5,043","9,40,825",,"-1,24,207","10,65,032",,"26,02,789",,"1,383","26,01,406",,"14,07,201","9,385","8,45,222",,"3,02,957",
23-May-08,"40,95,691",,"6,02,598","5,05,311","29,81,598",,"6,184","9,21,695",,"-1,44,323","10,66,018",,"25,79,850",,"1,383","25,78,467",,"14,08,894","9,385","8,24,134",,"3,04,601",
09-May-08,"40,71,246",,"6,00,790","5,06,244","29,58,085",,"6,126","9,11,212",,"-1,40,575","10,51,788",,"25,60,930",,"1,383","25,59,547",,"13,50,013","9,319","7,60,229",,"2,46,440",
25-Apr-08,"40,37,583",,"5,89,438","5,13,617","29,28,370",,"6,157","8,99,335",,"-1,60,485","10,59,820",,"25,38,040",,"1,383","25,36,656",,"13,13,864","9,319","7,22,976",,"2,17,267",
11-Apr-08,"40,27,200",,"5,86,448","5,10,644","29,24,787",,"5,321","8,82,303",,"-1,72,832","10,55,135",,"25,47,618",,"1,383","25,46,235",,"13,04,577","9,224","7,16,521",,"2,09,996",
31-Mar-08,"40,17,855",,"5,68,410","5,78,372","28,62,046",,"9,027","8,99,518",,"-1,13,209","10,12,727",,"25,78,990",,"1,788","25,77,201",,"12,95,132","9,224","7,65,008",,"2,10,250",
28-Mar-08,"40,10,810",,"5,69,792","5,76,019","28,59,753",,"5,246","8,44,438",,"-1,68,235","10,12,673",,"25,77,434",,"1,879","25,75,555",,"12,96,719","9,224","7,17,004",,"2,15,534",
14-Mar-08,"38,90,973",,"5,70,510","4,93,470","28,22,175",,"4,818","8,62,318",,"-1,61,454","10,23,772",,"24,91,128",,"1,383","24,89,745",,"12,67,630","9,137","7,39,240",,"2,23,076",
29-Feb-08,"38,81,876",,"5,54,348","5,09,138","28,13,408",,"4,982","8,56,920",,"-1,72,322","10,29,243",,"24,67,334",,"1,703","24,65,631",,"12,30,976","9,137","6,82,492",,"1,89,602",
15-Feb-08,"38,26,718",,"5,55,021","4,80,635","27,86,379",,"4,684","8,44,908",,"-1,78,091","10,22,999",,"24,25,581",,"1,383","24,24,198",,"11,89,710","9,051","6,42,531",,"1,61,818",
01-Feb-08,"38,62,841",,"5,39,299","5,62,844","27,53,438",,"7,260","8,60,621",,"-1,28,558","9,89,179",,"24,17,965",,"1,453","24,16,512",,"11,80,439","9,051","6,05,234",,"1,56,237",
18-Jan-08,"38,04,334",,"5,44,309","5,03,767","27,51,524",,"4,733","8,37,478",,"-1,55,879","9,93,357",,"23,76,506",,"1,571","23,74,935",,"11,47,348","9,051","5,66,049",,"1,38,066",
04-Jan-08,"37,55,325",,"5,35,284","4,74,205","27,40,953",,"4,883","8,53,160",,"-1,49,592","10,02,752",,"23,54,498",,"1,383","23,53,115",,"11,14,744","8,992","5,76,069",,"1,40,261",
21-Dec-07,"37,05,514",,"5,34,105","4,85,115","26,81,559",,"4,735","8,35,429",,"-1,40,213","9,75,642",,"23,35,002",,"1,472","23,33,530",,"11,07,689","8,992","5,81,598",,"1,40,841",
07-Dec-07,"36,85,892",,"5,30,362","4,66,513","26,84,305",,"4,712","8,67,749",,"-1,25,983","9,93,732",,"22,97,934",,"1,383","22,96,551",,"11,07,199","8,926","5,95,916",,"1,45,989",
23-Nov-07,"36,80,344",,"5,25,105","4,82,706","26,67,776",,"4,757","8,60,981",,"-1,42,122","10,03,103",,"22,83,403",,"1,704","22,81,698",,"11,06,111","8,926","5,79,077",,"1,51,462",
09-Nov-07,"36,71,299",,"5,29,786","4,73,909","26,62,409",,"5,196","8,55,619",,"-1,28,888","9,84,508",,"22,70,097",,"1,383","22,68,714",,"10,91,745","8,755","5,54,918",,"1,45,225",
26-Oct-07,"36,15,214",,"5,06,079","4,57,286","26,47,020",,"4,830","8,48,191",,"-1,37,066","9,85,258",,"22,34,370",,"1,383","22,32,987",,"10,65,943","8,755","5,42,046",,"1,38,425",
12-Oct-07,"35,80,770",,"5,02,476","4,55,162","26,18,175",,"4,957","8,48,316",,"-1,36,711","9,85,027",,"22,22,616",,"1,383","22,21,233",,"10,38,748","8,680","5,37,591",,"1,24,188",
28-Sep-07,"35,85,009",,"4,86,501","4,91,456","26,01,498",,"5,554","8,71,366",,"-74,426","9,45,792",,"22,45,248",,"1,383","22,43,865",,"10,13,484","8,680","5,53,770",,"1,37,380",
14-Sep-07,"34,93,657",,"4,94,462","4,41,636","25,52,532",,"5,027","8,85,043",,"-60,418","9,45,461",,"21,81,681",,"1,383","21,80,298",,"9,69,596","8,615","5,51,279",,"1,34,282",
31-Aug-07,"34,85,815",,"4,86,537","4,40,385","25,53,881",,"5,011","8,76,707",,"-62,939","9,39,645",,"21,70,869",,"1,383","21,69,486",,"9,67,298","8,615","5,37,673",,"1,36,389",
17-Aug-07,"34,58,369",,"4,93,405","4,27,688","25,32,266",,"5,010","8,58,893",,"-80,206","9,39,099",,"21,44,157",,"1,412","21,42,745",,"9,70,471","8,490","5,23,643",,"1,38,459",
03-Aug-07,"34,92,220",,"4,90,715","4,53,015","25,32,441",,"16,049","9,17,056",,"15,827","9,01,228",,"21,36,381",,"1,383","21,34,998",,"9,55,605","8,490","5,25,313",,"1,71,755",
20-Jul-07,"34,55,861",,"4,95,607","4,38,478","25,09,452",,"12,324","9,09,389",,"21,884","8,87,505",,"21,20,452",,"1,383","21,19,069",,"9,25,715","8,490","5,08,186",,"1,73,715",
06-Jul-07,"34,33,380",,"4,98,453","4,46,666","24,77,255",,"11,006","9,10,317",,"28,167","8,82,150",,"21,16,704",,"1,383","21,15,320",,"8,99,353","8,427","5,01,421",,"1,65,624",
22-Jun-07,"33,81,145",,"5,01,403","4,32,567","24,40,143",,"7,032","8,55,271",,"-19,731","8,75,001",,"20,96,958",,"1,386","20,95,573",,"8,95,235","8,427","4,74,745",,"1,34,235",
08-Jun-07,"33,70,092",,"5,06,723","4,20,110","24,28,465",,"14,795","8,65,795",,"12,657","8,53,137",,"20,90,223",,"1,386","20,88,837",,"9,03,634","8,356","4,97,916",,"1,31,546",
25-May-07,"33,21,931",,"5,04,066","4,13,497","23,99,049",,"5,319","8,54,906",,"6,304","8,48,603",,"20,81,128",,"1,386","20,79,742",,"8,77,617","8,356","5,00,076",,"1,25,223",
11-May-07,"33,19,016",,"5,10,460","4,11,321","23,89,903",,"7,331","8,54,821",,"6,348","8,48,473",,"20,86,287",,"1,386","20,84,901",,"8,88,316","8,227","5,18,634",,"1,40,448",
27-Apr-07,"33,06,435",,"5,02,738","4,23,120","23,73,636",,"6,940","8,60,997",,"18,546","8,42,452",,"20,85,338",,"1,386","20,83,952",,"8,85,109","8,227","5,33,236",,"1,41,215",
13-Apr-07,"33,11,487",,"4,99,711","4,29,907","23,74,595",,"7,275","8,29,257",,"-18,307","8,47,564",,"20,98,811",,"1,384","20,97,427",,"9,13,619","8,161","5,38,361",,"1,67,964",
31-Mar-07,"33,10,038",,"4,82,854","4,77,604","23,42,113",,"7,467","8,27,626",,"2,423","8,25,204",,"21,28,862",,"1,537","21,27,325",,"9,13,179","8,161","5,67,790",,"1,77,047",
30-Mar-07,"33,05,718",,"4,83,986","4,77,262","23,39,116",,"5,354","8,21,960",,"-2,802","8,24,762",,"21,29,889",,"1,537","21,28,352",,"9,13,179","8,161","5,67,471",,"1,78,998",
16-Mar-07,"31,99,664",,"4,91,155","4,16,827","22,86,961",,"4,721","8,15,077",,"-3,378","8,18,455",,"20,65,325",,"1,433","20,63,892",,"9,27,706","8,103","6,16,547",,"1,85,049",
02-Mar-07,"31,80,177",,"4,84,468","4,39,575","22,51,196",,"4,937","8,19,025",,"-19,801","8,38,827",,"20,43,156",,"1,384","20,41,771",,"9,23,932","8,103","6,14,039",,"1,80,557",
16-Feb-07,"31,38,837",,"4,82,666","4,37,168","22,14,326",,"4,677","8,05,463",,-32,"8,05,495",,"20,08,938",,"1,441","20,07,497",,"8,95,049","8,103","5,78,716",,"1,74,064",
02-Feb-07,"31,02,964",,"4,72,983","4,26,710","21,98,219",,"5,051","8,07,308",,"12,629","7,94,679",,"19,91,301",,"1,844","19,89,457",,"8,55,937","8,064","5,59,647",,"1,71,154",
19-Jan-07,"30,67,275",,"4,71,987","3,99,578","21,90,153",,"5,559","8,05,136",,"12,242","7,92,894",,"19,62,381",,"1,907","19,60,474",,"8,51,486","8,064","5,59,792",,"1,75,686",
05-Jan-07,"30,52,931",,"4,65,107","4,09,078","21,73,448",,"5,298","8,00,221",,-312,"8,00,533",,"19,56,962",,"1,486","19,55,476",,"8,43,954","8,027","5,56,234",,"1,69,229",
22-Dec-06,"30,05,830",,"4,61,784","4,00,030","21,38,840",,"5,175","7,84,243",,"-1,738","7,85,982",,"19,27,036",,"1,515","19,25,521",,"8,47,636","8,027","5,61,113",,"1,79,745",
08-Dec-06,"30,22,594",,"4,60,672","4,04,790","21,52,373",,"4,758","8,05,366",,"4,774","8,00,592",,"19,00,289",,"1,384","18,98,905",,"8,29,388","7,990","5,20,439",,"1,78,910",
24-Nov-06,"29,81,772",,"4,52,356","3,98,244","21,25,911",,"5,261","8,03,629",,"3,426","8,00,203",,"18,71,767",,"1,384","18,70,383",,"8,20,177","7,990","5,21,791",,"1,74,923",
10-Nov-06,"29,54,831",,"4,53,975","3,92,766","21,03,219",,"4,871","7,99,371",,"4,017","7,95,354",,"18,59,010",,"1,384","18,57,625",,"7,93,194","7,952","5,04,696",,"1,61,997",
27-Oct-06,"29,36,387",,"4,51,600","3,98,978","20,80,815",,"4,993","8,03,898",,"10,732","7,93,165",,"18,42,432",,"1,384","18,41,048",,"8,00,818","7,952","5,18,713",,"1,71,843",
13-Oct-06,"29,29,124",,"4,43,471","3,93,892","20,86,352",,"5,409","8,04,011",,"2,776","8,01,235",,"18,25,922",,"1,384","18,24,537",,"7,95,963","7,900","5,04,671",,"1,66,413",
29-Sep-06,"29,41,657",,"4,34,312","4,07,972","20,93,696",,"5,676","7,97,493",,"11,016","7,86,478",,"18,47,682",,"1,472","18,46,210",,"8,04,475","7,900","5,15,893",,"1,77,221",
15-Sep-06,"29,01,901",,"4,37,528","3,82,177","20,76,758",,"5,437","8,07,037",,"6,920","8,00,117",,"18,03,334",,"1,384","18,01,950",,"7,99,825","7,857","5,16,152",,"1,80,233",
01-Sep-06,"29,01,356",,"4,32,521","3,83,724","20,79,220",,"5,891","7,98,473",,"-7,604","8,06,077",,"17,91,022",,"1,384","17,89,638",,"8,10,403","7,857","5,06,398",,"1,89,416",
18-Aug-06,"28,84,800",,"4,37,839","3,80,948","20,60,247",,"5,766","7,96,552",,"-1,252","7,97,804",,"17,68,865",,"1,384","17,67,481",,"8,04,507","7,857","4,92,981",,"1,84,710",
04-Aug-06,"28,57,927",,"4,35,021","3,71,223","20,45,869",,"5,814","8,06,459",,-769,"8,07,228",,"17,47,117",,"1,384","17,45,733",,"8,07,424","7,824","5,10,897",,"1,93,965",
21-Jul-06,"28,27,300",,"4,35,388","3,68,157","20,18,027",,"5,728","7,98,918",,"-1,237","8,00,155",,"17,33,124",,"1,384","17,31,740",,"8,00,320","7,824","5,12,886",,"1,88,512",
07-Jul-06,"28,14,633",,"4,37,076","3,74,277","19,97,402",,"5,878","8,02,326",,"-2,191","8,04,517",,"17,23,764",,"1,384","17,22,380",,"7,88,839","7,792","5,08,088",,"1,77,113",
23-Jun-06,"27,74,555",,"4,37,135","3,64,168","19,68,024",,"5,229","7,83,637",,"8,189","7,75,447",,"17,03,337",,"1,387","17,01,950",,"7,84,283","7,792","5,04,493",,"1,78,406",
09-Jun-06,"27,83,260",,"4,41,756","3,69,485","19,65,645",,"6,374","7,95,460",,"10,744","7,84,716",,"16,88,939",,"1,387","16,87,552",,"7,97,902","7,749","5,06,790",,"1,72,797",
26-May-06,"27,70,292",,"4,36,245","3,73,441","19,54,223",,"6,383","7,88,689",,"7,734","7,80,956",,"16,75,830",,"1,387","16,74,443",,"7,94,535","7,749","4,96,511",,"1,70,985",
12-May-06,"27,64,082",,"4,41,580","3,72,429","19,43,447",,"6,626","7,87,129",,"11,510","7,75,618",,"16,69,459",,"1,387","16,68,073",,"7,87,311","7,709","4,87,526",,"1,64,634",
28-Apr-06,"27,63,491",,"4,31,727","4,13,383","19,11,763",,"6,618","7,99,379",,"17,929","7,81,450",,"16,68,080",,"1,387","16,66,693",,"7,72,261","7,709","4,83,938",,"1,53,313",
14-Apr-06,"27,28,252",,"4,26,190","4,00,396","18,95,025",,"6,641","7,83,562",,"-9,753","7,93,316",,"16,69,061",,"1,387","16,67,674",,"7,52,395","7,656","4,84,423",,"1,39,222",
31-Mar-06,"27,19,493",,"4,12,124","4,07,423","18,93,104",,"6,843","7,59,416",,"6,599","7,52,817",,"16,88,681",,"1,387","16,87,295",,"7,26,197","7,656","4,62,458",,"1,22,492",
17-Mar-06,"26,15,293",,"4,19,062","3,62,112","18,28,398",,"5,721","7,69,494",,"24,836","7,44,658",,"16,25,705",,"1,435","16,24,270",,"6,86,748","7,609","4,74,263",,"1,29,203",
03-Mar-06,"25,98,126",,"4,12,334","3,66,073","18,14,677",,"5,042","7,78,209",,"32,871","7,45,338",,"16,01,435",,"1,629","15,99,806",,"6,72,558","7,609","4,61,685",,"1,26,419",
17-Feb-06,"25,67,960",,"4,10,361","3,55,225","17,97,579",,"4,795","7,73,949",,"24,754","7,49,194",,"15,78,162",,"1,741","15,76,421",,"6,65,244","7,609","4,57,003",,"1,23,195",
03-Feb-06,"25,49,414",,"4,04,346","3,58,358","17,81,896",,"4,814","7,81,304",,"26,300","7,55,004",,"15,64,723",,"1,918","15,62,805",,"6,55,817","7,590","4,60,020",,"1,21,984",
20-Jan-06,"25,22,766",,"4,02,776","3,39,655","17,75,779",,"4,556","7,76,483",,"27,323","7,49,160",,"15,40,351",,"2,339","15,38,012",,"6,55,718","7,590","4,57,376",,"1,24,330",
06-Jan-06,"25,24,706",,"3,98,484","3,39,932","17,81,687",,"4,603","7,74,667",,"18,941","7,55,726",,"15,25,921",,"1,387","15,24,534",,"6,59,303","8,641","4,43,826",,"1,27,230",
23-Dec-05,"25,15,541",,"3,95,035","3,37,843","17,78,219",,"4,445","7,49,034",,"-14,071","7,63,105",,"15,15,999",,"1,522","15,14,477",,"6,87,645","8,641","4,45,779",,"1,24,581",
09-Dec-05,"25,04,497",,"3,95,510","3,26,061","17,78,392",,"4,533","7,70,463",,"-5,339","7,75,802",,"14,95,884",,"1,387","14,94,497",,"6,96,326","8,618","4,66,794",,"1,39,754",
25-Nov-05,"24,88,805",,"3,88,157","3,24,071","17,71,770",,"4,807","7,66,761",,"-7,872","7,74,633",,"14,80,797",,"1,387","14,79,410",,"6,81,456","8,618","4,48,826",,"1,27,219",
11-Nov-05,"24,80,618",,"3,92,792","3,19,687","17,63,636",,"4,503","7,64,218",,"-7,013","7,71,231",,"14,74,931",,"1,846","14,73,084",,"6,81,884","8,675","4,49,090",,"1,28,643",
28-Oct-05,"24,71,003",,"3,80,729","3,23,389","17,62,275",,"4,609","7,65,336",,"-19,815","7,85,151",,"14,60,044",,"1,387","14,58,658",,"6,78,216","8,675","4,41,269",,"1,24,227",
14-Oct-05,"24,61,279",,"3,78,968","3,22,298","17,54,946",,"5,067","7,64,341",,"-11,333","7,75,674",,"14,46,504",,"1,387","14,45,117",,"6,73,986","8,741","4,32,293",,"1,20,853",
30-Sep-05,"24,69,630",,"3,64,838","3,39,803","17,59,796",,"5,192","7,54,589",,"-33,950","7,88,539",,"14,53,563",,"1,387","14,52,176",,"6,59,942","8,741","4,07,206",,"1,06,398",
16-Sep-05,"24,05,097",,"3,71,380","3,06,443","17,22,338",,"4,937","7,59,632",,"-26,306","7,85,937",,"13,99,797",,"1,387","13,98,410",,"6,64,112","8,183","4,26,626",,"1,09,534",
02-Sep-05,"24,04,623",,"3,67,746","3,10,213","17,21,210",,"5,453","7,60,002",,"-35,756","7,95,758",,"13,85,829",,"1,387","13,84,442",,"6,71,001","8,183","4,20,391",,"1,16,419",
19-Aug-05,"23,85,545",,"3,71,924","3,05,789","17,03,051",,"4,781","7,57,255",,"-25,508","7,82,763",,"13,69,912",,"1,387","13,68,525",,"6,55,502","8,183","4,05,307",,"1,00,652",
05-Aug-05,"23,86,152",,"3,71,334","3,19,563","16,90,088",,"5,165","7,67,670",,"-32,684","8,00,354",,"13,64,314",,"1,387","13,62,927",,"6,51,282","8,190","4,05,304",,"1,03,786",
22-Jul-05,"23,58,446",,"3,71,406","2,97,669","16,84,437",,"4,933","7,63,420",,"-7,509","7,70,929",,"13,46,901",,"1,387","13,45,514",,"6,27,715","8,190","3,87,780",,"98,088",
08-Jul-05,"23,56,905",,"3,77,060","2,93,666","16,81,307",,"4,872","7,63,665",,"-5,259","7,68,924",,"13,47,948",,"1,387","13,46,561",,"6,28,150","7,832","3,90,689",,"1,00,670",
24-Jun-05,"23,46,564",,"3,75,745","2,97,823","16,68,561",,"4,435","7,59,210",,"-8,699","7,67,910",,"13,34,521",,"1,390","13,33,132",,"6,35,884","7,832","3,90,883",,"1,08,847",
10-Jun-05,"23,38,330",,"3,81,274","2,88,888","16,63,805",,"4,362","7,64,803",,-770,"7,65,573",,"13,20,448",,"1,390","13,19,058",,"6,33,035","7,495","3,87,451",,"1,05,887",
27-May-05,"23,29,937",,"3,77,254","2,87,597","16,60,786",,"4,302","7,61,741",,"-16,067","7,77,808",,"13,10,443",,"1,390","13,09,053",,"6,38,786","7,495","3,88,528",,"1,11,538",
13-May-05,"23,41,283",,"3,82,723","2,91,339","16,62,973",,"4,247","7,68,696",,"7,612","7,61,083",,"13,14,565",,"1,390","13,13,176",,"6,39,045","7,435","3,88,459",,"1,13,271",
29-Apr-05,"23,31,406",,"3,71,884","3,00,965","16,54,095",,"4,462","7,71,717",,"-1,199","7,72,916",,"13,02,749",,"1,390","13,01,359",,"6,49,560","7,435","4,00,055",,"1,25,288",
15-Apr-05,"23,30,424",,"3,70,105","3,02,506","16,53,130",,"4,682","7,63,758",,"-4,541","7,68,299",,"13,02,593",,"1,390","13,01,203",,"6,50,515","7,448","3,93,891",,"1,26,213",
01-Apr-05,"23,26,870",,"3,55,322","3,23,207","16,42,047",,"6,295","7,44,376",,"-27,662","7,72,038",,"13,26,921",,"1,390","13,25,531",,"6,47,907","7,448","3,99,782",,"1,23,243",
31-Mar-05,"22,45,653",,"3,56,314","2,86,998","15,95,887",,"6,454","7,52,436",,"-17,975","7,70,411",,"12,75,912",,"1,390","12,74,522",,"6,49,259","7,448","4,39,402",,"1,19,804",
18-Mar-05,"22,42,316",,"3,57,678","2,84,740","15,94,537",,"5,362","7,41,208",,"-30,024","7,71,232",,"12,74,374",,"1,390","12,72,984",,"6,51,009","7,448","4,31,722",,"1,30,472",
04-Mar-05,"22,37,749",,"3,52,322","2,85,350","15,95,676",,"4,402","7,60,618",,"-16,077","7,76,694",,"12,48,276",,"1,390","12,46,886",,"6,34,226","7,435","4,12,805",,"1,28,411",
18-Feb-05,"22,15,125",,"3,49,730","2,73,895","15,87,155",,"4,345","7,54,670",,"-2,037","7,56,707",,"12,33,143",,"1,390","12,31,753",,"6,15,818","7,435","3,95,940",,"1,26,752",
04-Feb-05,"22,20,950",,"3,47,999","2,75,404","15,93,154",,"4,393","7,62,471",,"12,560","7,49,911",,"12,32,883",,"1,390","12,31,494",,"5,93,524","7,436","3,75,364",,"1,17,456",
21-Jan-05,"22,06,220",,"3,47,068","2,64,737","15,88,930",,"5,485","7,61,942",,"14,187","7,47,755",,"12,26,757",,"1,890","12,24,868",,"5,99,555","7,436","3,89,471",,"1,24,388",
07-Jan-05,"21,84,826",,"3,45,210","2,65,500","15,69,592",,"4,524","7,52,168",,"-2,265","7,54,433",,"12,09,020",,"1,890","12,07,131",,"5,98,810","7,431","3,82,604",,"1,23,086",
24-Dec-04,"21,44,693",,"3,42,050","2,63,260","15,34,687",,"4,696","7,32,824",,"4,770","7,28,054",,"11,96,054",,"1,890","11,94,164",,"6,07,351","7,431","3,98,967",,"1,32,889",
10-Dec-04,"21,34,798",,"3,46,000","2,60,679","15,23,884",,"4,234","7,42,039",,"5,101","7,36,938",,"11,78,703",,"1,890","11,76,814",,"6,10,133","7,374","4,03,452",,"1,36,982",
26-Nov-04,"21,19,611",,"3,42,657","2,59,858","15,12,718",,"4,379","7,46,397",,"18,204","7,28,192",,"11,69,165",,"1,890","11,67,276",,"6,03,342","7,374","4,06,668",,"1,42,839",
12-Nov-04,"21,10,562",,"3,48,834","2,52,539","15,02,430",,"6,759","7,45,537",,"30,737","7,14,800",,"11,61,246",,"2,409","11,58,837",,"5,90,199","7,361","3,93,781",,"1,38,883",
29-Oct-04,"21,13,298",,"3,30,702","2,75,575","15,00,549",,"6,472","7,52,730",,"22,554","7,30,176",,"11,52,096",,"1,890","11,50,206",,"5,82,742","7,361","3,81,631",,"1,36,714",
15-Oct-04,"21,14,948",,"3,30,660","2,61,301","15,16,346",,"6,641","7,54,786",,"20,865","7,33,921",,"11,43,200",,"1,890","11,41,310",,"5,80,534","7,341","3,70,913",,"1,35,591",
01-Oct-04,"21,11,522",,"3,21,558","2,61,815","15,21,138",,"7,011","7,43,399",,"8,694","7,34,704",,"11,10,009",,"1,890","11,08,120",,"5,79,625","7,341","3,28,852",,"1,34,000",
17-Sep-04,"20,89,561",,"3,26,580","2,47,243","15,11,355",,"4,382","7,40,488",,"4,585","7,35,903",,"10,92,050",,"1,890","10,90,160",,"5,74,457","7,341","3,24,775",,"1,28,973",
03-Sep-04,"20,81,704",,"3,26,522","2,48,012","15,02,683",,"4,488","7,56,388",,"9,001","7,47,387",,"10,70,397",,"1,890","10,68,507",,"5,72,435","7,339","3,24,855",,"1,30,647",
20-Aug-04,"20,83,161",,"3,26,009","2,56,391","14,96,298",,"4,463","7,53,952",,"10,580","7,43,372",,"10,63,039",,"1,890","10,61,150",,"5,78,881","7,339","3,20,050",,"1,37,126",
